ticket_id,request_date,week_start,channel,department,request_type,customer_type,priority,status,response_hours,resolution_hours,response_sla_hours,resolution_sla_hours,first_response_met,resolution_sla_met,rework_required,revenue_value,cost_estimate,estimated_margin,satisfaction_score
REQ-10134,2026-02-28,2026-02-23,Walk-In,Data & Reporting,Data Export,Student,Low,Closed,2.32,9.84,16,120,1,1,0,592.1,198.09,394.01,4.41
REQ-10188,2026-02-28,2026-02-23,Walk-In,Scheduling,Appointment Change,Student,Normal,Closed,3.55,14.21,8,72,1,1,0,123.61,34.52,89.09,4.27
REQ-10477,2026-02-28,2026-02-23,Email,Data & Reporting,Data Export,Small Business,Low,Closed,3.39,17.01,16,120,1,1,0,472.3,202.26,270.04,4.4
REQ-10544,2026-02-28,2026-02-23,Email,Scheduling,Appointment Change,Small Business,Normal,Closed,3.51,16.47,8,72,1,1,0,183.74,46.24,137.5,4.18
REQ-10639,2026-02-28,2026-02-23,Walk-In,Scheduling,Appointment Change,Vendor,Low,Open,3.65,0.0,16,120,1,1,0,202.31,110.59,91.72,4.15
REQ-10097,2026-03-01,2026-02-23,Email,Systems Operations,Intake Form Issue,Unknown,Normal,In Progress,1.95,0.0,8,72,1,1,0,387.01,116.21,270.8,3.8
REQ-10251,2026-03-01,2026-02-23,Referral,Data & Reporting,Dashboard Request,Unknown,Normal,Closed,1.24,14.69,8,72,1,1,1,791.11,276.89,514.22,3.8
REQ-10370,2026-03-01,2026-02-23,Web Form,Billing,Billing Question,Small Business,Normal,Closed,1.6,17.68,8,72,1,1,0,187.53,45.7,141.83,4.59
REQ-10481,2026-03-01,2026-02-23,Email,Client Success,Service Follow-Up,Small Business,Normal,Closed,1.46,25.86,8,72,1,1,0,262.66,131.08,131.58,4.51
REQ-10537,2026-03-01,2026-02-23,Phone,IT Support,Account Setup,Vendor,Normal,Open,1.59,0.0,8,72,1,1,0,238.3,59.23,179.07,4.2
REQ-10586,2026-03-01,2026-02-23,Phone,IT Support,Account Setup,Vendor,Normal,Closed,3.2,8.47,8,72,1,1,1,440.33,215.63,224.7,4.3
REQ-10198,2026-03-02,2026-03-02,Walk-In,Billing,Billing Question,Parent,High,Open,1.24,0.0,4,36,1,1,0,152.44,78.09,74.35,4.28
REQ-10249,2026-03-02,2026-03-02,Walk-In,Billing,Billing Question,Internal Staff,High,Closed,0.95,3.2,4,36,1,1,0,153.99,54.78,99.21,4.62
REQ-10301,2026-03-02,2026-03-02,Phone,Systems Operations,Intake Form Issue,Parent,Normal,In Progress,4.53,0.0,8,72,1,1,0,494.06,191.31,302.75,4.31
REQ-10369,2026-03-02,2026-03-02,Email,Billing,Billing Question,Internal Staff,Normal,In Progress,2.78,0.0,8,72,1,1,0,208.76,87.99,120.77,4.3
REQ-10010,2026-03-03,2026-03-02,Email,Systems Operations,Automation Request,Student,Normal,Closed,2.9,34.78,8,72,1,1,0,1074.64,239.87,834.77,4.04
REQ-10012,2026-03-03,2026-03-02,Email,Billing,Invoice Correction,Student,Normal,Closed,4.16,16.19,8,72,1,1,0,329.54,130.2,199.34,4.45
REQ-10018,2026-03-03,2026-03-02,Email,Admin Operations,Vendor Record Update,Parent,Normal,Open,5.73,0.0,8,72,1,1,1,205.93,70.01,135.92,3.95
REQ-10204,2026-03-03,2026-03-02,Email,Scheduling,Appointment Change,Parent,Low,In Progress,5.95,0.0,16,120,1,1,0,195.38,57.85,137.53,4.17
REQ-10205,2026-03-03,2026-03-02,Web Form,Data & Reporting,Dashboard Request,Student,Normal,Closed,4.15,7.4,8,72,1,1,0,1231.07,539.66,691.41,4.45
REQ-10283,2026-03-03,2026-03-02,Referral,Client Success,Service Follow-Up,Internal Staff,High,Closed,3.55,4.72,4,36,1,1,0,319.92,121.21,198.71,4.68
REQ-10381,2026-03-03,2026-03-02,Web Form,Systems Operations,Intake Form Issue,Parent,High,Closed,0.95,9.22,4,36,1,1,0,364.99,127.75,237.24,4.39
REQ-10458,2026-03-03,2026-03-02,Web Form,Data & Reporting,Data Export,Small Business,Urgent,In Progress,2.1,0.0,2,24,0,1,0,360.43,106.92,253.51,4.42
REQ-10486,2026-03-03,2026-03-02,Phone,Scheduling,Appointment Change,Vendor,Normal,In Progress,3.05,0.0,8,72,1,1,0,116.23,26.57,89.66,4.42
REQ-10014,2026-03-04,2026-03-02,Referral,Data & Reporting,Dashboard Request,Small Business,Normal,Closed,1.77,7.37,8,72,1,1,0,1029.69,554.02,475.67,4.47
REQ-10046,2026-03-04,2026-03-02,Referral,Scheduling,General Request,Small Business,High,Closed,2.76,64.46,4,36,1,0,1,131.42,44.32,87.1,4.34
REQ-10112,2026-03-04,2026-03-02,Email,Billing,Invoice Correction,Vendor,Normal,Closed,1.24,23.21,8,72,1,1,0,364.8,93.91,270.89,4.28
REQ-10291,2026-03-04,2026-03-02,Email,Billing,General Request,Vendor,High,Closed,2.5,6.87,4,36,1,1,1,212.95,60.71,152.24,4.28
REQ-10295,2026-03-04,2026-03-02,Web Form,Systems Operations,Automation Request,Vendor,Normal,Closed,3.05,13.52,8,72,1,1,1,1000.02,680.4,319.62,4.05
REQ-10328,2026-03-04,2026-03-02,Web Form,Client Success,Service Follow-Up,Internal Staff,Low,Closed,4.2,40.12,16,120,1,1,0,260,76.79,183.21,3.8
REQ-10359,2026-03-04,2026-03-02,Web Form,Systems Operations,Intake Form Issue,Parent,Normal,Closed,4.2,24.87,8,72,1,1,0,471.87,123.18,348.69,4.06
REQ-10523,2026-03-04,2026-03-02,Web Form,Systems Operations,Intake Form Issue,Parent,Urgent,Closed,0.4,11.69,2,24,1,1,0,426.87,195.17,231.7,4.63
REQ-10021,2026-03-05,2026-03-02,Web Form,IT Support,Account Setup,Parent,Normal,Closed,1.28,10.93,8,72,1,1,0,315.56,153.88,161.68,4.4
REQ-10084,2026-03-05,2026-03-02,Phone,Data & Reporting,Dashboard Request,Parent,Normal,Open,2.17,0.0,8,72,1,1,0,1009.9,405.27,604.63,4.16
REQ-10184,2026-03-05,2026-03-02,Web Form,Client Success,Service Follow-Up,Unknown,Low,Closed,3.12,9.0,16,120,1,1,1,265.53,134.46,131.07,4.22
REQ-10296,2026-03-05,2026-03-02,Email,Client Success,Service Follow-Up,Student,Low,Open,5.7,0.0,16,120,1,1,1,238.11,181.2,56.91,3.68
REQ-10488,2026-03-05,2026-03-02,Email,Billing,Billing Question,Vendor,Normal,Open,3.05,0.0,8,72,1,1,0,302.6,159.47,143.13,4.16
REQ-10633,2026-03-05,2026-03-02,Email,Admin Operations,Vendor Record Update,Student,Normal,Open,1.97,0.0,8,72,1,1,1,258.05,155.13,102.92,3.95
REQ-10068,2026-03-06,2026-03-02,Phone,Systems Operations,Intake Form Issue,Parent,Low,Closed,2.5,6.4,16,120,1,1,0,509.76,200.13,309.63,4.5
REQ-10213,2026-03-06,2026-03-02,Email,Systems Operations,Automation Request,Parent,High,Open,2.9,0.0,4,36,1,1,0,1720.42,417.45,1302.97,4.26
REQ-10330,2026-03-06,2026-03-02,Email,Billing,Invoice Correction,Internal Staff,Normal,Closed,7.47,13.05,8,72,1,1,0,359.59,174.54,185.05,4.13
REQ-10365,2026-03-06,2026-03-02,Phone,Data & Reporting,Dashboard Request,Unknown,Normal,In Progress,3.05,0.0,8,72,1,1,0,955.29,334.35,620.94,4.39
REQ-10472,2026-03-06,2026-03-02,Phone,Data & Reporting,Dashboard Request,Parent,Normal,Closed,1.38,7.35,8,72,1,1,0,743.75,260.31,483.44,4.47
REQ-10556,2026-03-06,2026-03-02,Web Form,Billing,Invoice Correction,Small Business,Normal,Closed,1.23,8.54,8,72,1,1,0,310.87,157.88,152.99,4.71
REQ-10624,2026-03-06,2026-03-02,Web Form,Billing,Billing Question,Student,Normal,Closed,3.05,12.18,8,72,1,1,0,238.78,116.97,121.81,4.4
REQ-10132,2026-03-07,2026-03-02,Email,Scheduling,Appointment Change,Small Business,Normal,Closed,2.37,5.0,8,72,1,1,0,125.21,38.08,87.13,4.4
REQ-10262,2026-03-07,2026-03-02,Web Form,Billing,Billing Question,Parent,Normal,Closed,3.05,14.14,8,72,1,1,0,196.13,59.56,136.57,4.28
REQ-10384,2026-03-07,2026-03-02,Email,Client Success,Service Follow-Up,Small Business,Normal,Closed,8.51,9.89,8,72,0,1,0,330.16,140.59,189.57,4.21
REQ-10027,2026-03-08,2026-03-02,Web Form,Data & Reporting,Data Export,Parent,High,Closed,1.43,6.14,4,36,1,1,0,510.92,238.05,272.87,4.47
REQ-10031,2026-03-08,2026-03-02,Phone,Data & Reporting,Data Export,Internal Staff,Low,Open,4.2,0.0,16,120,1,1,0,415.13,205.73,209.4,4.14
REQ-10319,2026-03-08,2026-03-02,Phone,Data & Reporting,General Request,Small Business,Normal,In Progress,1.16,0.0,8,72,1,1,0,628.78,307.92,320.86,3.8
REQ-10324,2026-03-08,2026-03-02,Web Form,Admin Operations,Vendor Record Update,Student,Normal,Closed,2.57,25.69,8,72,1,1,0,171.65,62.05,109.6,4.47
REQ-10521,2026-03-08,2026-03-02,Phone,Admin Operations,Vendor Record Update,Student,Normal,Closed,1.89,3.86,8,72,1,1,0,163.47,57.29,106.18,4.55
REQ-10536,2026-03-08,2026-03-02,Email,IT Support,Account Setup,Small Business,Normal,Closed,2.68,10.63,8,72,1,1,0,435.59,153.49,282.1,4.56
REQ-10566,2026-03-08,2026-03-02,Email,Client Success,Service Follow-Up,Small Business,Urgent,Closed,0.59,2.26,2,24,1,1,0,293.16,135.58,157.58,4.68
REQ-10066,2026-03-09,2026-03-09,Web Form,Billing,Billing Question,Parent,High,Open,5.62,0.0,4,36,0,1,0,201.0,48.98,152.02,3.95
REQ-10070,2026-03-09,2026-03-09,Web Form,Scheduling,Appointment Change,Internal Staff,High,In Progress,1.54,0.0,4,36,1,1,0,154.24,73.0,81.24,4.11
REQ-10218,2026-03-09,2026-03-09,Phone,Data & Reporting,Dashboard Request,Parent,High,Closed,1.36,6.42,4,36,1,1,0,1037.36,281.4,755.96,4.5
REQ-10219,2026-03-09,2026-03-09,Referral,Billing,Billing Question,Vendor,High,Closed,1.94,18.95,4,36,1,1,0,195.18,96.65,98.53,4.27
REQ-10231,2026-03-09,2026-03-09,Email,Data & Reporting,Dashboard Request,Parent,Low,Open,8.86,0.0,16,120,1,1,0,1108.96,293.33,815.63,4.03
REQ-10344,2026-03-09,2026-03-09,Phone,Data & Reporting,Data Export,Vendor,Normal,Open,3.6,0.0,8,72,1,1,0,650.2,292.78,357.42,4.16
REQ-10491,2026-03-09,2026-03-09,Email,Systems Operations,Intake Form Issue,Vendor,Normal,Open,2.24,0.0,8,72,1,1,0,290.26,82.95,207.31,4.3
REQ-10501,2026-03-09,2026-03-09,Phone,Billing,Billing Question,Vendor,Low,Closed,1.91,9.13,16,120,1,1,0,161.02,83.48,77.54,4.37
REQ-10535,2026-03-09,2026-03-09,Phone,Billing,Billing Question,Parent,High,Closed,1.96,9.92,4,36,1,1,0,180.54,80.1,100.44,4.57
REQ-10034,2026-03-10,2026-03-09,Web Form,Billing,Billing Question,Student,Urgent,Closed,0.95,6.47,2,24,1,1,0,247.21,101.07,146.14,4.72
REQ-10144,2026-03-10,2026-03-09,Email,Billing,Invoice Correction,Internal Staff,Normal,Closed,6.35,14.3,8,72,1,1,0,344.36,139.9,204.46,4.25
REQ-10287,2026-03-10,2026-03-09,Web Form,Client Success,Service Follow-Up,Small Business,High,Open,1.79,0.0,4,36,1,1,0,238.36,111.0,127.36,4.1
REQ-10342,2026-03-10,2026-03-09,Web Form,Systems Operations,Intake Form Issue,Parent,Normal,Closed,3.07,19.91,8,72,1,1,0,317.74,75.85,241.89,4.49
REQ-10372,2026-03-10,2026-03-09,Phone,Billing,Billing Question,Vendor,Normal,Closed,3.04,22.57,8,72,1,1,0,176.5,85.18,91.32,4.26
REQ-10414,2026-03-10,2026-03-09,Email,Client Success,Service Follow-Up,Internal Staff,Urgent,Closed,1.4,2.2,2,24,1,1,0,234.11,80.2,153.91,4.6
REQ-10575,2026-03-10,2026-03-09,Walk-In,Client Success,Service Follow-Up,Student,High,Closed,2.73,9.6,4,36,1,1,0,347.24,164.48,182.76,4.6
REQ-10583,2026-03-10,2026-03-09,Phone,Billing,Billing Question,Student,Normal,In Progress,3.05,0.0,8,72,1,1,0,231.61,117.49,114.12,4.14
REQ-10040,2026-03-11,2026-03-09,Email,Systems Operations,Intake Form Issue,Small Business,Normal,In Progress,4.67,0.0,8,72,1,1,1,382.59,255.57,127.02,3.71
REQ-10246,2026-03-11,2026-03-09,Web Form,Data & Reporting,Dashboard Request,Small Business,Normal,In Progress,1.33,0.0,8,72,1,1,0,1219.25,427.08,792.17,4.24
REQ-10421,2026-03-11,2026-03-09,Email,Billing,Billing Question,Parent,Normal,Open,7.75,0.0,8,72,1,1,0,192.54,48.41,144.13,4.19
REQ-10439,2026-03-11,2026-03-09,Web Form,Client Success,Service Follow-Up,Small Business,Normal,Closed,3.8,13.95,8,72,1,1,0,214.15,110.22,103.93,3.8
REQ-10451,2026-03-11,2026-03-09,Web Form,Admin Operations,Vendor Record Update,Internal Staff,Normal,Closed,2.86,12.13,8,72,1,1,0,251.37,130.73,120.64,4.43
REQ-10553,2026-03-11,2026-03-09,Phone,Data & Reporting,Data Export,Vendor,Low,Closed,3.68,26.16,16,120,1,1,0,595.55,287.3,308.25,4.43
REQ-10146,2026-03-12,2026-03-09,Phone,Scheduling,General Request,Internal Staff,High,In Progress,1.77,0.0,4,36,1,1,0,136.2,44.88,91.32,4.24
REQ-10157,2026-03-12,2026-03-09,Referral,Admin Operations,Vendor Record Update,Student,Normal,Open,4.21,0.0,8,72,1,1,0,214.74,110.66,104.08,4.11
REQ-10171,2026-03-12,2026-03-09,Email,Data & Reporting,Dashboard Request,Parent,Normal,In Progress,3.17,0.0,8,72,1,1,0,900.53,455.77,444.76,4.16
REQ-10228,2026-03-12,2026-03-09,Web Form,IT Support,Account Setup,Vendor,High,In Progress,2.18,0.0,4,36,1,1,0,268.32,94.65,173.67,4.3
REQ-10455,2026-03-12,2026-03-09,Walk-In,Data & Reporting,Dashboard Request,Internal Staff,Low,Closed,1.14,19.25,16,120,1,1,0,1074.27,275.92,798.35,4.51
REQ-10623,2026-03-12,2026-03-09,Email,Data & Reporting,Data Export,Parent,Normal,Closed,2.61,10.87,8,72,1,1,0,598.06,184.08,413.98,4.46
REQ-10019,2026-03-13,2026-03-09,Email,Client Success,Service Follow-Up,Vendor,Normal,Closed,1.41,8.27,8,72,1,1,0,219.99,119.14,100.85,4.6
REQ-10158,2026-03-13,2026-03-09,Phone,Scheduling,Appointment Change,Vendor,High,In Progress,1.94,0.0,4,36,1,1,0,151.45,72.29,79.16,4.38
REQ-10257,2026-03-13,2026-03-09,Web Form,Admin Operations,Vendor Record Update,Student,High,Closed,0.56,17.89,4,36,1,1,0,184.7,55.45,129.25,4.27
REQ-10604,2026-03-13,2026-03-09,Email,Admin Operations,Vendor Record Update,Parent,Normal,Closed,3.05,42.62,8,72,1,1,0,180,47.63,132.37,4.05
REQ-10095,2026-03-14,2026-03-09,Walk-In,IT Support,Account Setup,Student,High,Closed,1.94,12.0,4,36,1,1,0,355.95,179.62,176.33,4.61
REQ-10130,2026-03-14,2026-03-09,Email,Systems Operations,Automation Request,Vendor,High,Open,2.1,0.0,4,36,1,1,0,1525.07,601.78,923.29,4.3
REQ-10138,2026-03-14,2026-03-09,Email,IT Support,General Request,Internal Staff,Normal,Closed,4.27,115.93,8,72,1,0,0,453.47,158.71,294.76,4.01
REQ-10156,2026-03-14,2026-03-09,Referral,Data & Reporting,Dashboard Request,Parent,Normal,Open,10.6,0.0,8,72,0,1,0,1009.08,537.61,471.47,4.07
REQ-10242,2026-03-14,2026-03-09,Phone,Systems Operations,Intake Form Issue,Parent,Low,Open,2.73,0.0,16,120,1,1,0,419.13,146.7,272.43,4.21
REQ-10311,2026-03-14,2026-03-09,Email,Billing,Billing Question,Parent,Normal,Closed,14.49,15.29,8,72,0,1,0,166.17,86.89,79.28,4.02
REQ-10366,2026-03-14,2026-03-09,Unknown,Scheduling,Appointment Change,Student,Low,Closed,2.05,8.84,16,120,1,1,0,175.47,40.72,134.75,4.5
REQ-10483,2026-03-14,2026-03-09,Email,Client Success,Service Follow-Up,Small Business,High,Closed,5.84,6.64,4,36,0,1,0,273.09,95.58,177.51,4.28
REQ-10485,2026-03-14,2026-03-09,Referral,Client Success,Service Follow-Up,Student,Normal,Closed,5.17,34.37,8,72,1,1,0,365.35,127.87,237.48,4.29
REQ-10515,2026-03-14,2026-03-09,Email,IT Support,Account Setup,Student,Low,In Progress,5.24,0.0,16,120,1,1,0,430.68,111.5,319.18,4.2
REQ-10601,2026-03-14,2026-03-09,Email,Client Success,Service Follow-Up,Vendor,Normal,Open,1.66,0.0,8,72,1,1,0,225.35,78.87,146.48,4.38
REQ-10001,2026-03-15,2026-03-09,Web Form,Data & Reporting,Data Export,Student,Low,Closed,4.6,14.94,16,120,1,1,1,480,220.82,259.18,3.94
REQ-10092,2026-03-15,2026-03-09,Email,Admin Operations,Vendor Record Update,Internal Staff,Normal,Closed,3.05,8.75,8,72,1,1,0,242.67,118.67,124.0,4.28
REQ-10225,2026-03-15,2026-03-09,Phone,Data & Reporting,Dashboard Request,Parent,Normal,Closed,1.57,5.08,8,72,1,1,0,832.69,234.64,598.05,4.4
REQ-10277,2026-03-15,2026-03-09,Phone,Data & Reporting,Data Export,Vendor,High,Closed,1.01,6.43,4,36,1,1,0,630.65,234.04,396.61,4.5
REQ-10386,2026-03-15,2026-03-09,Web Form,Systems Operations,Intake Form Issue,Vendor,Low,Closed,6.9,24.99,16,120,1,1,0,339.74,132.86,206.88,4.28
REQ-10593,2026-03-15,2026-03-09,Email,Admin Operations,Vendor Record Update,Internal Staff,Normal,Closed,7.8,52.72,8,72,1,1,0,192.65,67.43,125.22,3.87
REQ-10599,2026-03-15,2026-03-09,Email,Billing,Invoice Correction,Internal Staff,Low,Closed,3.15,16.23,16,120,1,1,0,266.96,61.3,205.66,4.57
REQ-10029,2026-03-16,2026-03-16,Email,Data & Reporting,Dashboard Request,Internal Staff,Urgent,Closed,0.53,4.5,2,24,1,1,1,1177.62,697.95,479.67,4.21
REQ-10096,2026-03-16,2026-03-16,Walk-In,Systems Operations,Intake Form Issue,Vendor,Low,Closed,1.89,36.41,16,120,1,1,1,471.83,184.09,287.74,3.98
REQ-10122,2026-03-16,2026-03-16,Email,Data & Reporting,Dashboard Request,Vendor,Normal,Closed,1.92,10.37,8,72,1,1,0,850,509.46,340.54,4.39
REQ-10327,2026-03-16,2026-03-16,Web Form,Billing,Invoice Correction,Small Business,Normal,Closed,2.64,8.75,8,72,1,1,0,205.8,88.21,117.59,4.55
REQ-10346,2026-03-16,2026-03-16,Web Form,Data & Reporting,Data Export,Small Business,Normal,Closed,3.28,55.41,8,72,1,1,0,624.39,218.54,405.85,3.96
REQ-10554,2026-03-16,2026-03-16,Phone,Billing,Billing Question,Vendor,Normal,Closed,3.17,8.75,8,72,1,1,0,286.78,90.79,195.99,4.45
REQ-10610,2026-03-16,2026-03-16,Phone,Billing,Billing Question,Student,Normal,Closed,1.84,37.9,8,72,1,1,0,174.57,61.1,113.47,4.3
REQ-10166,2026-03-17,2026-03-16,Web Form,Client Success,Service Follow-Up,Vendor,Normal,Closed,2.45,9.97,8,72,1,1,0,372.16,146.49,225.67,4.43
REQ-10264,2026-03-17,2026-03-16,Walk-In,Scheduling,Appointment Change,Vendor,High,Closed,1.41,6.92,4,36,1,1,1,200.59,74.46,126.13,4.03
REQ-10430,2026-03-17,2026-03-16,Walk-In,Data & Reporting,Dashboard Request,Parent,Normal,Closed,3.05,19.93,8,72,1,1,0,1221.5,629.65,591.85,4.27
REQ-10443,2026-03-17,2026-03-16,Email,Data & Reporting,Dashboard Request,Internal Staff,Low,Open,12.3,0.0,16,120,1,1,0,942.03,414.01,528.02,4.04
REQ-10048,2026-03-18,2026-03-16,Web Form,Billing,Billing Question,Vendor,Normal,Closed,3.04,9.38,8,72,1,1,0,255.75,123.39,132.36,4.3
REQ-10581,2026-03-18,2026-03-16,Phone,Client Success,Service Follow-Up,Parent,Normal,Closed,1.61,11.24,8,72,1,1,0,230.82,83.06,147.76,4.45
REQ-10016,2026-03-19,2026-03-16,Phone,Client Success,Service Follow-Up,Vendor,High,Closed,1.94,3.63,4,36,1,1,0,260,71.78,188.22,4.64
REQ-10233,2026-03-19,2026-03-16,Email,Admin Operations,Vendor Record Update,Student,High,Open,2.9,0.0,4,36,1,1,0,139.81,75.34,64.47,4.28
REQ-10273,2026-03-19,2026-03-16,Email,Data & Reporting,Data Export,Vendor,Normal,Closed,3.79,12.37,8,72,1,1,1,457.68,187.94,269.74,4.12
REQ-10303,2026-03-19,2026-03-16,Referral,Admin Operations,Vendor Record Update,Parent,High,Open,1.28,0.0,4,36,1,1,0,248.16,99.74,148.42,4.13
REQ-10373,2026-03-19,2026-03-16,Referral,Client Success,Service Follow-Up,Parent,Normal,In Progress,5.08,0.0,8,72,1,1,0,260,131.54,128.46,4.14
REQ-10445,2026-03-19,2026-03-16,Walk-In,Billing,Billing Question,Student,High,In Progress,1.3,0.0,4,36,1,1,0,210,76.78,133.22,4.15
REQ-10620,2026-03-19,2026-03-16,Email,Data & Reporting,Data Export,Student,Normal,Closed,6.37,7.17,8,72,1,1,0,508.3,132.46,375.84,4.43
REQ-10009,2026-03-20,2026-03-16,Web Form,Scheduling,Appointment Change,Internal Staff,Low,Closed,4.2,11.93,16,120,1,1,0,231.27,52.09,179.18,4.26
REQ-10087,2026-03-20,2026-03-16,Referral,Client Success,Service Follow-Up,Parent,Normal,Closed,2.0,16.68,8,72,1,1,0,243.63,125.42,118.21,4.27
REQ-10108,2026-03-20,2026-03-16,Web Form,Client Success,Service Follow-Up,Small Business,High,Closed,1.8,4.16,4,36,1,1,0,330.82,155.55,175.27,4.74
REQ-10182,2026-03-20,2026-03-16,Web Form,Billing,Invoice Correction,Vendor,Low,Closed,5.8,21.13,16,120,1,1,0,393.02,102.92,290.1,3.8
REQ-10189,2026-03-20,2026-03-16,Email,Client Success,General Request,Vendor,Normal,Closed,3.05,15.3,8,72,1,1,1,361.14,224.5,136.64,4.08
REQ-10254,2026-03-20,2026-03-16,Phone,Systems Operations,Intake Form Issue,Parent,Urgent,Closed,1.14,9.17,2,24,1,1,0,390,183.4,206.6,3.8
REQ-10396,2026-03-20,2026-03-16,Phone,Admin Operations,Vendor Record Update,Internal Staff,Normal,Closed,4.47,31.58,8,72,1,1,0,168.15,55.41,112.74,4.16
REQ-10619,2026-03-20,2026-03-16,Web Form,IT Support,Account Setup,Student,Normal,Closed,3.05,13.07,8,72,1,1,0,249.79,96.97,152.82,4.28
REQ-10061,2026-03-21,2026-03-16,Web Form,Billing,Invoice Correction,Small Business,Normal,Closed,2.1,2.9,8,72,1,1,0,352.39,123.34,229.05,3.8
REQ-10263,2026-03-21,2026-03-16,Web Form,IT Support,Account Setup,Small Business,Normal,Open,0.98,0.0,8,72,1,1,0,432.09,105.6,326.49,4.16
REQ-10630,2026-03-21,2026-03-16,Phone,Systems Operations,Automation Request,Vendor,Normal,Closed,5.7,34.61,8,72,1,1,1,1373.71,559.94,813.77,3.8
REQ-10037,2026-03-22,2026-03-16,Email,IT Support,Account Setup,Small Business,Normal,In Progress,3.65,0.0,8,72,1,1,0,390.6,152.53,238.07,4.08
REQ-10121,2026-03-22,2026-03-16,Web Form,Billing,Invoice Correction,Student,Normal,In Progress,3.71,0.0,8,72,1,1,0,273.65,85.8,187.85,4.01
REQ-10297,2026-03-22,2026-03-16,Email,Data & Reporting,Data Export,Internal Staff,Normal,Closed,4.48,19.83,8,72,1,1,0,678.54,160.86,517.68,4.47
REQ-10307,2026-03-22,2026-03-16,Walk-In,Admin Operations,General Request,Vendor,Normal,Closed,2.22,136.1,8,72,1,0,0,170.45,59.15,111.3,4.34
REQ-10309,2026-03-22,2026-03-16,Walk-In,Client Success,Service Follow-Up,Parent,Normal,Open,3.09,0.0,8,72,1,1,0,219.52,105.59,113.93,4.05
REQ-10050,2026-03-23,2026-03-23,Referral,Client Success,Service Follow-Up,Small Business,Normal,Closed,3.05,8.75,8,72,1,1,0,243.09,83.42,159.67,4.54
REQ-10127,2026-03-23,2026-03-23,Referral,Systems Operations,Automation Request,Student,Normal,Closed,2.95,11.21,8,72,1,1,0,1411.73,496.72,915.01,4.42
REQ-10141,2026-03-23,2026-03-23,Web Form,Admin Operations,Vendor Record Update,Small Business,Normal,Open,1.68,0.0,8,72,1,1,1,154.14,67.76,86.38,3.8
REQ-10210,2026-03-23,2026-03-23,Walk-In,Data & Reporting,Data Export,Small Business,High,Open,0.65,0.0,4,36,1,1,0,622.14,281.66,340.48,4.57
REQ-10340,2026-03-23,2026-03-23,Email,Scheduling,Appointment Change,Parent,Low,Closed,4.2,11.93,16,120,1,1,0,212.61,52.39,160.22,4.36
REQ-10465,2026-03-23,2026-03-23,Email,Client Success,Service Follow-Up,Vendor,Normal,Closed,2.8,6.8,8,72,1,1,0,268.01,93.8,174.21,4.53
REQ-10597,2026-03-23,2026-03-23,Web Form,Systems Operations,Intake Form Issue,Parent,Normal,Open,3.07,0.0,8,72,1,1,0,297.47,83.68,213.79,4.28
REQ-10015,2026-03-24,2026-03-23,Web Form,Admin Operations,Vendor Record Update,Internal Staff,High,Closed,1.38,7.09,4,36,1,1,0,180,51.43,128.57,4.58
REQ-10123,2026-03-24,2026-03-23,Unknown,Billing,Invoice Correction,Student,Normal,In Progress,5.87,0.0,8,72,1,1,0,280,137.52,142.48,3.93
REQ-10322,2026-03-24,2026-03-23,Phone,Admin Operations,Vendor Record Update,Small Business,High,Open,0.5,0.0,4,36,1,1,0,223.3,121.0,102.3,4.66
REQ-10467,2026-03-24,2026-03-23,Referral,Billing,Invoice Correction,Small Business,Normal,Closed,3.05,19.59,8,72,1,1,0,280,157.55,122.45,4.18
REQ-10607,2026-03-24,2026-03-23,Email,Billing,Invoice Correction,Vendor,Normal,Closed,7.98,8.78,8,72,1,1,0,230.0,56.2,173.8,4.35
REQ-10047,2026-03-25,2026-03-23,Email,Admin Operations,Vendor Record Update,Parent,Normal,Closed,3.05,84.28,8,72,1,0,0,146.05,47.14,98.91,4.3
REQ-10083,2026-03-25,2026-03-23,Phone,Billing,Billing Question,Vendor,Low,Closed,5.17,15.09,16,120,1,1,1,302.78,215.31,87.47,4.04
REQ-10187,2026-03-25,2026-03-23,Phone,Data & Reporting,Data Export,Vendor,Normal,Closed,1.28,8.75,8,72,1,1,1,375.97,206.46,169.51,4.01
REQ-10241,2026-03-25,2026-03-23,Web Form,IT Support,Account Setup,Internal Staff,High,Open,2.09,0.0,4,36,1,1,0,341.0,97.26,243.74,4.21
REQ-10055,2026-03-26,2026-03-23,Phone,Scheduling,Appointment Change,Internal Staff,High,Closed,2.2,13.53,4,36,1,1,0,164.24,86.84,77.4,4.48
REQ-10078,2026-03-26,2026-03-23,Web Form,Client Success,Service Follow-Up,Parent,Normal,Closed,3.05,4.5,8,72,1,1,1,352.75,112.12,240.63,4.06
REQ-10376,2026-03-26,2026-03-23,Unknown,Scheduling,Appointment Change,Student,Normal,Closed,7.62,13.63,8,72,1,1,0,214.52,75.51,139.01,4.07
REQ-10524,2026-03-26,2026-03-23,Email,IT Support,Account Setup,Vendor,Low,Closed,5.39,12.46,16,120,1,1,0,363.95,194.5,169.45,4.54
REQ-10540,2026-03-26,2026-03-23,Email,IT Support,Account Setup,Internal Staff,Normal,Open,11.05,0.0,8,72,0,1,0,331.31,161.35,169.96,4.29
REQ-10590,2026-03-26,2026-03-23,Phone,Data & Reporting,Data Export,Internal Staff,High,Closed,1.52,9.37,4,36,1,1,0,421.89,112.58,309.31,4.5
