ticket_id,request_date,channel,department,request_type,customer_type,priority,status,response_hours,resolution_hours,rework_required,revenue_value,cost_estimate,satisfaction_score
REQ-10028,03/31/2026,Phone,Billing,Invoice Correction,Parent,High,Closed,,6.02,Y,241.21,80.44,4.04
REQ-10588,Jan 27 2026,Walk-In,IT Support,Account Setup,Vendor,High,Closed,,13.00,false,431.03,152.23,4.65
REQ-10101,04/11/2026,Phone,Billing,Billing Question,Parent,High,Closed,2.42,14.69,false,,73.96,4.61
REQ-10284,Jan 31 2026,Walk-In,IT Support,Account Setup,Internal Staff,Normal,Closed,4.53,5.70,N,235.48,66.64,4.31
REQ-10379,Mar 29 2026,Email,Billing,Billing Question,Vendor,Low,Closed,4.48,22.92,no,199.85,82.12,4.28
REQ-10295,Mar 04 2026,Web Form,Systems Operations,Automation Request,Vendor,Normal,Closed,-3.2,13.52,Y,1000.02,680.40,4.05
REQ-10257,2026-03-13,Web Form,Admin Operations,Vendor Record Update,Student,High,Closed,0.56,17.89,N, 184.7 ,55.45,4.27
REQ-10346,2026-03-16,Web Form,Data & Reporting,Data Export,Small Business,Normal,Closed,3.28,55.41,N,624.39,,3.96
REQ-10326,Apr 24 2026, EMAIL ,Billing,Billing Question,Vendor,Low,Open,3.87,0.00,0,262.38,73.88,4.13
REQ-10294,2026-04-16, EMAIL ,Admin Operations,Vendor Record Update,Vendor,High,In Progress,3.17,0.00,yes, 134.3 ,45.37,3.86
REQ-10288,02/06/2026,Email,Scheduling,Appointment Change,Vendor,Normal,In Progress,-3.92,0.00,N,150.86,44.16,4.00
REQ-10633,Mar 05 2026,Email,Admin Operations,Vendor Record Update,Student,Normal,Open,1.97,0.00,true,258.05,155.13,3.95
REQ-10338,Feb 19 2026,Web Form,Admin Operations,Vendor Record Update,Small Business,Normal,Open,4.38,0.00,N,257.78,85.35,4.09
REQ-10171,Mar 12 2026,Email,Data & Reporting,Dashboard Request,Parent,Normal,In Progress,3.17,0.00,0,900.53,455.77,4.16
REQ-10080,Feb 14 2026,Email,,Account Setup,Vendor,Low,Closed,4.85,14.01,N,298.27,114.49,4.37
REQ-10134,02/28/2026,Walk-In,Data & Reporting,Data Export,Student,Low,Closed,2.32,9.84,0,592.10,198.09,4.41
REQ-10096,03/16/2026,Walk-In,Systems Operations,Intake Form Issue,Vendor,Low,Complete,1.89,36.41,1,471.83,184.09,3.98
REQ-10328,2026-03-04,Web Form,Client Success,Service Follow-Up,Internal Staff,Low,Closed,,40.12,N,,76.79,
REQ-10092,Mar 15 2026,Email,Admin Operations,Vendor Record Update,Internal Staff,Normal,Closed,,-18.15,0,242.67,118.67,4.28
REQ-10315,Jan 13 2026,Email,Scheduling,Appointment Change,Internal Staff,Normal,Closed,5.88,7.14,no,-217.86,71.44, 4.3 
REQ-10365,Mar 06 2026,Phone,Data & Reporting,Dashboard Request,,Normal,In Progress,,,0,955.29,,4.39
REQ-10364,2026-03-31,Walk-In,Billing,Billing Question,Small Business,Normal,Closed,3.26,8.56,1,290.65,123.09,3.94
REQ-10545,Apr 09 2026,Email,Admin Operations,Vendor Record Update,Internal Staff,Normal,Closed,8.22,12.19,Y,,81.28,3.85
REQ-10120,Feb 11 2026,Phone,Client Success,Service Follow-Up,Parent,High,Closed,2.21,7.32,no,345.62,174.52,4.35
REQ-10455,2026-03-12,Walk-In,Data & Reporting,Dashboard Request,Internal Staff,Low,Closed,1.14,19.25,N,1074.27,275.92,4.51
REQ-10430,03/17/2026,Walk-In,Data & Reporting,Dashboard Request,Parent,Normal,Closed,,19.93,false,1221.50,629.65,4.27
REQ-10425,Feb 09 2026,Email,Client Success,Service Follow-Up,Small Business,Low,in progress,6.64,0.00,true,358.19,105.94,3.82
REQ-10585,2026-02-15,phone,Scheduling,Appointment Change,Internal Staff,Low,Closed, 2.5 ,13.44,0,172.48,61.35,4.37
REQ-10011,02/10/2026,,Data & Reporting,Data Export,Student,Low,Closed,3.85,130.48,Y,445.76,213.89,3.99
REQ-10207,02/04/2026,Phone,Client Success,Service Follow-Up,Vendor,Normal,Closed,2.60,15.62,0,315.59,79.00,4.53
REQ-10564,Feb 27 2026,phone,Data & Reporting,Data Export,Vendor,High,Closed,0.61,19.08,no,387.29,146.19,4.34
REQ-10348,01/26/2026,Phone,Scheduling,Appointment Change,Small Business,High,Closed,1.54,4.68,true,192.03,84.55,4.16
REQ-10316,2026-04-22,Referral,Billing,Billing Question,Parent,Low,Closed,5.52,8.47,0,269.13, 129.8 ,4.52
REQ-10303,Mar 19 2026,Referral,Admin Operations,Vendor Record Update,Parent,High,Open,1.28, 0.0 ,0,248.16,99.74,4.13
REQ-10015,2026-03-24,Web Form,Admin Operations,Vendor Record Update,Internal Staff,High,Closed,1.38,7.09,false,,51.43,4.58
REQ-10018,Mar 03 2026,Email,Admin Operations,Vendor Record Update,Parent,Normal,Open,5.73,0.00,1,205.93,70.01,3.95
REQ-10584,02/05/2026,Email,Billing,Billing Question,Internal Staff,Low,in progress,3.05,0.00,false,220.22,117.69,4.05
REQ-10115,2026-02-09,Referral,Admin Operations,Vendor Record Update,Student,Low,Closed,3.70,12.26,N,198.05,59.01,4.31
REQ-10122,2026-03-16,Email,Data & Reporting,Dashboard Request,Vendor,Normal,Closed,1.92,10.37,0,,509.46,4.39
REQ-10255,2026-02-24,Web Form,Scheduling,,Small Business,Normal,Closed,3.49,,0,-152.16, 80.8 ,4.53
REQ-10598,Apr 08 2026,Referral,Scheduling,Appointment Change,Student,Normal,Pending,3.48,0.00,0,,81.70,
REQ-10193,03/29/2026,Walk-In,Systems Operations,Automation Request,Small Business,Normal,Closed, 2.1 ,20.61,no,1069.48,328.09,4.32
REQ-10159,2026-02-17,Referral,Billing,Billing Question,Student,Normal,New,4.04,0.00,N,295.63,143.25,4.06
REQ-10310,01/07/2026,Referral,Billing,Billing Question,Student,Normal,Closed,3.16,6.63,no,,124.53,
REQ-10460,Feb 01 2026,,Scheduling,Appointment Change,Parent,Normal,In Progress,1.46,0.00,N,,85.15,4.37
REQ-10350,2026-02-27,phone,Client Success,Service Follow-Up,Internal Staff,Normal,Closed,2.99,19.96,no,229.68, 71.7 ,4.37
REQ-10010,Mar 03 2026,Email,Systems Operations,Automation Request,Student,Normal,Closed,2.90,34.78,false,1074.64,239.87,4.04
REQ-10314,2026-01-09,Email,Client Success,Service Follow-Up,,High,Open,1.58,0.00,no,286.80,135.45,4.14
REQ-10619,Mar 20 2026,Online Form,,Account Setup,Student,Normal,Closed,,13.07,N,249.79,96.97,4.28
REQ-10445,Mar 19 2026,Walk-In,Billing,Billing Question,Student,High,In Progress, 1.3 ,0,N,,76.78,4.15
REQ-10387,Apr 01 2026,Email,Scheduling,Appointment Change,Parent,Normal,Closed,2.33,4.44,no,168.51,80.33,4.40
REQ-10144,03/10/2026,Email,Billing,Invoice Correction,Internal Staff,Normal,Closed,6.35, 14.3 ,no,344.36,139.90,4.25
REQ-10260,2026-01-23,Email,Systems Operations,Automation Request,Internal Staff,Normal,Closed,7.83,,no,1523.25,408.84,4.36
REQ-10163,02/08/2026,Email,Data & Reporting,Dashboard Request,Internal Staff,Normal,Closed,5.17,28.68,yes, 1022.0 ,352.00,3.83
REQ-10021,2026-03-05,Web Form,IT Support,Account Setup,Parent,,Closed,1.28,10.93,no,315.56,153.88,4.40
REQ-10104,Feb 18 2026,email,Systems Operations,Intake Form Issue,Small Business,Normal,Closed,2.73,106.52,no,318.87,119.60,4.31
REQ-10124,2026-01-15,Email,Data & Reporting,Dashboard Request,Small Business,Low,Open,5.65,0.00,0, 808.5 ,195.73,4.00
REQ-10484,01/30/2026,Email,Client Success,Service Follow-Up,Student,High,Closed, 5.3 ,14.48,N,199.36,90.20,4.40
REQ-10542,Jan 25 2026,Walk-In,Client Success,Service Follow-Up,Small Business,Normal,Closed,2.49,15.85,N,285.03,87.45,4.34
REQ-10151,02/25/2026,Email,Data & Reporting,Data Export,Student,,In Progress,11.47,0.00,0,358.92,178.49,3.74
REQ-10281,2026-02-27,Email,Systems Operations,Automation Request,Parent,Normal,Closed, 2.7 ,20.58,false,1734.67,913.61,4.21
REQ-10479,Jan 23 2026,Email,Admin Operations,Vendor Record Update,Vendor,,Closed,3.01,4.88,true,256.49,190.65,4.27
REQ-10480,Feb 18 2026,E-mail,Data & Reporting,Dashboard Request,Student,Low,Closed,3.94,24.26,N,741.34,205.41,4.24
REQ-10112,03/04/2026,Email,Billing,Invoice Correction,Vendor,Normal,Closed,1.24,23.21,N, 364.8 ,93.91,4.28
REQ-10274,2026-02-15,Phone,Data & Reporting,Data Export,Student,Low,Closed,3.85,13.42,0,408.31,122.48,4.28
REQ-10494,,,Data & Reporting,Data Export,Parent,High,In Progress,2.09,0.00,1,372.25,138.32,3.95
REQ-10145,Jan 11 2026,E-mail,Admin Operations,Vendor Record Update,,Normal,Open,3.64,0.00,N,191.96,56.07,4.34
REQ-10589,2026-02-15,Web Form,Billing,Billing Question,Student,Normal,In Progress,1.27,0.00,0,256.04,,4.13
REQ-10220,2026-02-04,Referral,Admin Operations,,Parent,High,Open,1.51,0.00,N,-204.54,83.85,4.23
REQ-10263,03/21/2026,Web Form,IT Support,Account Setup,Small Business,Normal,Open,0.98,,false,432.09,105.60,4.16
REQ-10614,04/20/2026,WEB,IT Support,Account Setup,Parent,High,Closed, 2.4 ,110.03,N,280.66,115.91,4.55
REQ-10197,02/23/2026,Web Form,Client Success,Service Follow-Up,Small Business,High,Pending,1.13,0.00,no, 264.9 , 125.8 ,4.33
REQ-10415,2026-02-03,Web Form,Billing,Billing Question,Student,Low,,13.35,17.25,0,-224.36,101.49, 4.0 
REQ-10561,2026-04-02, EMAIL ,Systems Operations,Intake Form Issue,Student,Normal,,2.90,22.55,false,370.57,,4.41
REQ-10275,02/19/2026,Web Form,Billing,Invoice Correction,Vendor,Low,In Progress,2.53,0.00,1, 377.6 , 130.9 ,3.97
REQ-10225,2026-03-15,Phone,Data & Reporting,Dashboard Request,Parent,Normal,Closed,1.57,5.08,no,832.69,234.64, 4.4 
REQ-10625,2026-02-18,Web Form,Admin Operations,Vendor Record Update,Internal Staff,High,Complete,2.53,13.08,0,141.94,61.22,4.35
REQ-10254,Mar 20 2026,Phone,Systems Operations,Intake Form Issue,Parent,Urgent,Closed,,9.17,N,,183.40,-4.64
REQ-10023,02/19/2026,Email,Scheduling,Appointment Change,Vendor,Normal,Closed,4.69,,true,194.19,78.54,4.08
REQ-10624,03/06/2026,Web Form,Billing,Billing Question,Student,Normal,Closed,-5.34,12.18,0,238.78,116.97,4.40
REQ-10195,Feb 16 2026,Email,Data & Reporting,Dashboard Request,Internal Staff,Normal,Closed,,9.35,false, 879.3 ,341.33, 4.4 
REQ-10360,2026-03-27,Email,Billing,Billing Question,Internal Staff,Normal,In Progress,3.38,0.00,false,210.88,97.73,-4.34
REQ-10242,Mar 14 2026,Phone,,Intake Form Issue,Parent,Low,New,2.73,0.00,0,419.13,,4.21
REQ-10307,2026-03-22,Walk-In,Admin Operations,,Vendor,Normal,Closed,2.22,12.21,no,170.45,59.15,4.34
REQ-10222,2026-02-14,Email,Data & Reporting,Data Export,Parent,Low,Closed,,10.38,true,,388.98,4.09
REQ-10565,Jan 29 2026,Web Form,Data & Reporting,Data Export,Small Business,Low,Closed,,30.34,0,655.76,203.44,4.42
REQ-10570,2026-02-03,Phone,Admin Operations,Vendor Record Update,Internal Staff,Normal,Closed,1.64, 15.6 ,false,208.50,46.43,4.52
REQ-10213,Mar 06 2026,Email,Systems Operations,Automation Request,Parent,High,Open, 2.9 ,0.00,no,1720.42,417.45,4.26
REQ-10317,Apr 11 2026,Web Form,Data & Reporting,Dashboard Request,Parent,High,Closed,2.86,6.14,N,624.28,283.49, 4.4 
REQ-10239,04/22/2026,Email,Client Success,Service Follow-Up,Internal Staff,Normal,Closed,4.52,5.32,0,326.67,112.63,4.46
REQ-10462,2026-04-17,Phone,Client Success,Service Follow-Up,,High,In Progress,0.59,0.00,false,276.39,61.65,4.34
REQ-10129,04/23/2026,Email,Billing,Billing Question,Vendor,High,In Progress,3.09,0.00,N,,,4.24
REQ-10493,Apr 02 2026,Email,Scheduling,Appointment Change,Student,Normal,Closed,6.15,-16.44,no,126.95,62.63,4.21
REQ-10581,Mar 18 2026, PHONE ,Client Success,Service Follow-Up,Parent,Normal,Closed,1.61,11.24,0,230.82,83.06,4.45
REQ-10388,01/25/2026,Walk-In,Billing,Billing Question,Student,Normal,Complete,1.45, 8.8 ,false,,55.50, 4.4 
REQ-10215,01/07/2026,Walk-In,Client Success,Service Follow-Up,Internal Staff,Low,Open,3.53,0.00,no,292.77,127.52,4.02
REQ-10518,Feb 25 2026,Phone,Admin Operations,Vendor Record Update,Small Business,Low,Done,5.14,12.74,no,134.66,30.63,4.45
REQ-10440,Feb 16 2026,Web Form,Client Success,Service Follow-Up,Vendor,Low,Closed,7.68,18.70,false,363.40, 126.0 , 4.3 
REQ-10539,2026-04-10,Web Form,Systems Operations,Intake Form Issue,Student,Normal,Closed,1.26,7.85,yes,363.61,170.15,4.10
REQ-10547,2026-04-18,Phone,Admin Operations,Vendor Record Update,Internal Staff,Normal,New,3.35,0.00,N,167.88,64.38, 4.2 
REQ-10311,Mar 14 2026,Email,Billing,Billing Question,Parent,Normal,Closed,14.49,15.29,no,166.17,86.89,4.02
REQ-10164,01/24/2026,Email,IT Support,Account Setup,Small Business,Normal,Open,2.07,0.00,no,284.57,108.80,4.14
REQ-10636,2026-02-21,Web Form,IT Support,Account Setup,Small Business,Normal,Open,,0.00,N,363.08,103.85,4.03
REQ-10549,2026-01-13,Email,Admin Operations,Vendor Record Update,Internal Staff,Low,Open,,0.00,no,179.82,60.94,3.87
REQ-10055,2026-03-26,Phone,Scheduling,Appointment Change,Internal Staff,High,Closed, 2.2 ,13.53,N,164.24,86.84,4.48
REQ-10337,Apr 05 2026,Phone,Data & Reporting,Dashboard Request,Internal Staff,High,Closed,1.55,7.55,0,1114.68,427.85,4.51
REQ-10287,03/10/2026,Web Form,Client Success,Service Follow-Up,Small Business,High,Open,1.79, 0.0 ,N,238.36, 111.0 ,4.10
REQ-10153,Jan 29 2026,Web Form,Admin Operations,Vendor Record Update,Internal Staff,Low,In Progress,6.70,0.00,N,190.83,98.44,3.94
REQ-10505,2026-04-04,E-mail,Admin Operations,Vendor Record Update,Small Business,Low,Working,2.45,0.00,false,243.66,96.97,4.18
REQ-10089,2026-02-09,Phone,Client Success,Service Follow-Up,Vendor,Low,Closed,3.59,15.65,N,265.60,138.88,
REQ-10450,02/05/2026,Web Form,Client Success,Service Follow-Up,Student,Urgent,Closed,1.10,5.04,no,365.24,177.20,4.53
REQ-10154,Jan 14 2026,Walk-In,Scheduling,Appointment Change,Parent,High,Closed,2.60,3.40,no,121.23,58.63,4.51
REQ-10059,Feb 19 2026,Walk-In,Billing,Billing Question,Internal Staff,Normal,Closed,1.09,6.17,N,195.94, 102.0 ,4.62
REQ-10136,2026-01-05,Web Form,Data & Reporting,Dashboard Request,Small Business,High,In Progress,1.72,0.00,N,1137.33,,4.28
REQ-10026,Jan 11 2026,Web Form,Billing,Billing Question,,Normal,Closed,1.20,9.38,no,176.30,84.55,4.44
REQ-10571,01/31/2026,,Systems Operations,Automation Request,Student,Normal,Open,1.80,0.00,false,1628.21,589.33,4.08
REQ-10432,Jan 06 2026,Email,Billing,Invoice Correction,Internal Staff,Low,Open,8.72,0.00,yes,,68.08,3.59
REQ-10514,2026-01-09,Email,Data & Reporting,Dashboard Request,Small Business,Normal,Open,4.08,0.00,N,775.45,195.72,4.01
REQ-10173,2026-04-01,Web Form,Data & Reporting,Data Export,Small Business,Normal,Closed, 1.7 ,12.24,N,373.15,145.56,
REQ-10632,Jan 28 2026,Email,Billing,Billing Question,Student,Normal,, 1.4 ,10.49,no,239.34,75.39,4.63
REQ-10531,2026-01-09,Phone,Billing,Billing Question,Internal Staff,Normal,closed,2.73,29.06,false,197.05,58.56,4.14
REQ-10174,Feb 12 2026,Web Form,Admin Operations,Vendor Record Update,Parent,High,Closed,2.71,,false,199.19,91.64,4.36
REQ-10232,02/27/2026,Email,Data & Reporting,Data Export,Vendor,Low,In Progress,4.63,0.00,N,-615.82,202.06,4.26
REQ-10226,2026-02-23,Email,Systems Operations,Automation Request,Vendor,Normal,Open, 1.5 ,,N,1171.80,424.91,-4.26
REQ-10008,2026-02-23,Web Form,IT Support,Account Setup,Small Business,Normal,Closed, 2.6 ,7.58,0,338.95,,4.32
REQ-10597,2026-03-23,Web Form,Systems Operations,Intake Form Issue,Parent,Normal,Open,3.07,0.00,N,297.47,83.68,4.28
REQ-10251,03/01/2026,Referral,Data & Reporting,Dashboard Request,,,Closed,1.24,14.69,Y,791.11,,
REQ-10535,2026-03-09, PHONE ,Billing,Billing Question,Parent,High,Closed,1.96,9.92,false,180.54, 80.1 ,4.57
REQ-10279,Apr 05 2026,Email,Billing,Invoice Correction,Parent,Normal,closed,4.71,28.12,0,391.10,132.17,4.12
REQ-10572,01/05/2026, EMAIL ,Billing,Billing Question,Internal Staff,Low,Closed,2.15,25.52,false,244.32,116.34,4.46
REQ-10178,Apr 13 2026,Web Form,Billing,Invoice Correction,Small Business,High,Closed,2.72,17.46,no,,151.44,4.52
REQ-10470,2026-02-22,Referral,Systems Operations,Automation Request,Student,Normal,Closed,5.17,,false,1635.13,789.03, 4.3 
REQ-10066,Mar 09 2026,Online Form,Billing,Billing Question,Parent,High,Open,5.62,,0,201.00,48.98,3.95
REQ-10488,2026-03-05,Email,Billing,Billing Question,Vendor,Normal,Open,,0.00,false, 302.6 ,159.47,4.16
REQ-10397,2026-04-12,Walk-In,Data & Reporting,Dashboard Request,Student,High,Closed,3.74,,0,779.55,226.98,4.51
REQ-10408,Feb 24 2026, EMAIL ,Client Success,Service Follow-Up,Parent,Urgent,Closed,0.59,5.52,false,-333.09,87.54,4.57
REQ-10278,Mar 28 2026,Web Form,Systems Operations,Intake Form Issue,Vendor,Normal,Closed,4.28,13.88,N,467.32,219.52,4.20
REQ-10252,Feb 12 2026,Phone,Admin Operations,Vendor Record Update,,Normal,Open,2.38,0.00,N,232.18,53.97,4.26
REQ-10605,Jan 07 2026,Email,Client Success,Service Follow-Up,Student,Normal,Closed,4.73,6.60,false, 325.6 , 102.9 ,4.38
REQ-10617,04/06/2026,Referral,Scheduling,,Internal Staff,Normal,Open, 6.6 , 0.0 ,N,175.43,91.00,4.23
REQ-10219,03/09/2026,Referral,Billing,Billing Question,Vendor,High,closed,,18.95,false,195.18,96.65,4.27
REQ-10555,2026-02-05,Email,Data & Reporting,Data Export,Vendor,Normal,Closed,3.27,9.53,0,,124.80,
REQ-10046,2026-03-04,Referral,Scheduling,,Small Business,High,Closed,2.76,5.79,true,131.42,44.32,4.34
REQ-10446,Jan 11 2026, PHONE ,Admin Operations,Vendor Record Update,Vendor,Normal,Done,,7.98,0,167.06, 47.1 ,4.36
REQ-10268,Mar 29 2026,In Person,Systems Operations,Automation Request,Small Business,Normal,Closed,9.27,33.62,0,1185.83, 564.7 ,3.94
REQ-10444,01/29/2026,Email,Billing,Billing Question,Parent,Normal,Closed,4.51,33.75,false,260.98, 112.0 ,4.23
REQ-10418,Apr 12 2026,,Data & Reporting,Data Export,Internal Staff,Low,Open, 5.9 ,0.00,N,515.76,178.36,4.07
REQ-10209,04/06/2026,Web Form,Scheduling,Appointment Change,Small Business,High,Closed,3.56,4.36,N,168.73,78.88,-4.59
REQ-10320,2026-03-30,Email,Scheduling,Appointment Change,Parent,High,Closed,,5.56,false,205.59,73.55,4.51
REQ-10138,2026-03-14,E-mail,IT Support,,Internal Staff,Normal,Open,4.27,0.00,N,453.47,,4.01
REQ-10062,2026-02-09,Referral,Data & Reporting,Data Export,Parent,Normal,In Progress,7.62,0.00,N,671.83,323.98,4.10
REQ-10513,2026-02-21,Referral,,Billing Question,Vendor,High,Open,2.20, 0.0 ,N,293.01,,4.12
REQ-10376,2026-03-26,,Scheduling,Appointment Change,Student,Normal,Closed,7.62,13.63,no,214.52,75.51,4.07
REQ-10609,Feb 19 2026,Walk-In,Client Success,Service Follow-Up,Vendor,High,in progress,1.27,0.00,N,268.95,80.14,4.32
REQ-10069,01/13/2026,web form,IT Support,Account Setup,Parent,Normal,Closed, 2.3 ,17.52,false,298.97,95.25,4.21
REQ-10199,Jan 14 2026,Email,Data & Reporting,Dashboard Request,Student,High,Complete,4.46,10.83,0, 908.1 ,248.78,
REQ-10118,2026-02-20,referral,Client Success,Service Follow-Up,Internal Staff,Normal,Closed, 1.5 ,25.40,no,246.06, 109.2 ,4.34
REQ-10630,2026-03-21,Phone,Systems Operations,Automation Request,Vendor,Normal,Closed,5.70,34.61,1,1373.71,559.94,-3.64
REQ-10599,03/15/2026,Email,Billing,Invoice Correction,Internal Staff,Low,Closed,3.15,16.23,N,266.96, 61.3 ,4.57
REQ-10228,03/12/2026,Web Form,IT Support,Account Setup,Vendor,High,In Progress,2.18,0.00,no,268.32,94.65, 4.3 
REQ-10076,02/17/2026,Walk-In,IT Support,Account Setup,Internal Staff,Normal,Done,-0.77,6.89,N,292.20,83.46,4.58
REQ-10637,01/13/2026,Web Form,Billing,Billing Question,Parent,Normal,Closed,2.78,19.57,0,175.42,47.63,-4.28
REQ-10438,04/21/2026,Referred,Systems Operations,Intake Form Issue,Parent,Normal,Closed,2.14,24.05,N,501.90,257.24,4.31
REQ-10530,Apr 17 2026,Phone,Billing,Billing Question,Vendor,Normal,Closed,1.76,9.77,N,268.39,,4.35
REQ-10448,Feb 19 2026,Phone,Billing,Invoice Correction,Vendor,Low,Complete,3.55,9.97,N, 292.7 ,141.02,4.42
REQ-10014,03/04/2026,Referral,Data & Reporting,Dashboard Request,Small Business,Normal,Closed,1.77,7.37,false,1029.69,554.02,4.47
REQ-10601,Mar 14 2026,Email,Client Success,Service Follow-Up,Vendor,Normal,Open,1.66,0.00,no,225.35,-84.63,4.38
REQ-10271,01/31/2026,Web Form,Billing,Invoice Correction,Parent,Low,Closed,2.23,52.03,0,235.16,117.51, 4.1 
REQ-10464,Jan 29 2026,Web Form,Client Success,Service Follow-Up,Internal Staff,Normal,Closed,1.78,8.75,false, 311.0 ,78.66,4.55
REQ-10622,Apr 05 2026,Walk-In,Billing,Invoice Correction,Internal Staff,Normal,In Progress,0.85,0.00,no,208.99, 113.0 ,4.16
REQ-10396,2026-03-20, PHONE ,Admin Operations,Vendor Record Update,Internal Staff,Normal,Closed,4.47,31.58,false,168.15,55.41,4.16
REQ-10486,Mar 03 2026,Call,Scheduling,Appointment Change,Vendor,Normal,In Progress,,0.00,no,116.23,26.57,4.42
REQ-10575,Mar 10 2026,Walk-In,Client Success,Service Follow-Up,Student,High,Closed,2.73, 9.6 ,0,347.24,164.48,4.60
REQ-10375,2026-02-18,Email,Billing,Invoice Correction,Small Business,High,closed,2.95,12.64,1,322.27,139.90,4.02
REQ-10256,02/05/2026,Email,Scheduling,Appointment Change,Student,Low,Closed,5.51,,0,144.99,49.82,4.31
REQ-10390,Feb 10 2026,Walk-In,IT Support,Account Setup,Small Business,High,Closed,4.40,8.13,no,454.38,, 4.5 
REQ-10044,01/25/2026,Email,,Vendor Record Update,Vendor,Normal,In Progress,3.14,,N,, 33.0 ,4.38
REQ-10606,Apr 08 2026,Email,Systems Operations,Intake Form Issue,Vendor,Low,Closed,5.79,18.81,0,420.79,113.56,4.11
REQ-10189,Mar 20 2026,Email,Client Success,,Vendor,Normal,Complete,,15.30,1,361.14,224.50,4.08
REQ-10054,04/23/2026,Walk-In,Systems Operations,Automation Request,Vendor,High,Done,1.92,9.68,0,1581.25,638.98,4.35
REQ-10099,02/10/2026,Web Form,Data & Reporting,Data Export,Parent,High,In Progress,1.48,,no,678.69, 228.0 ,4.12
REQ-10138,2026-03-14,E-mail,IT Support,,Internal Staff,Normal,Closed,4.27,115.93,N,453.47,,4.01
REQ-10218,03/09/2026,Phone,Data & Reporting,Dashboard Request,Parent,High,Closed,1.36,6.42,N,1037.36, 281.4 ,4.50
REQ-10210,03/23/2026,Walk-In,Data & Reporting,Data Export,Small Business,High,,0.65,17.41,N,622.14,281.66,4.57
REQ-10357,2026-04-21,Referral,Client Success,Service Follow-Up,Parent,Low,Open,6.21,0.00,false,328.39,180.48,4.12
REQ-10368,01/28/2026,Email,Client Success,Service Follow-Up,Internal Staff,Normal,Closed,2.12, 18.0 ,false,191.07,,4.59
REQ-10142,2026-01-30,Web Form,Admin Operations,Vendor Record Update,Vendor,Low,Closed,14.23,15.48,no,198.57,55.49,3.88
REQ-10179,Apr 08 2026,Web Form,Admin Operations,Vendor Record Update,Internal Staff,Normal,In Progress,2.34,0.00,0,160.78, 67.5 ,4.15
REQ-10480,Feb 18 2026,E-mail,Data & Reporting,Dashboard Request,Student,Low,Closed,3.94,32.02,N,741.34,205.41,4.24
REQ-10449,2026-04-06,Email,Data & Reporting,Data Export,Student,High,in progress,5.08,0.00,0,555.28,226.28,4.17
REQ-10301,2026-03-02,Phone,Systems Operations,Intake Form Issue,Parent,Normal,In Progress,4.53, 0.0 ,N,494.06,191.31,4.31
REQ-10273,2026-03-19,Email,Data & Reporting,Data Export,Vendor,Normal,Closed,3.79,12.37,yes,457.68,187.94,4.12
REQ-10072,Feb 09 2026,Web Form,Scheduling,Appointment Change,,Normal,,-2.87,31.74,N,118.50,28.52,4.13
REQ-10001,2026-03-15,Web Form,Data & Reporting,Data Export,Student,Low,Closed, 4.6 ,14.94,1,,220.82,3.94
REQ-10249,03/02/2026,Walk-In,Billing,Billing Question,Internal Staff,High,Closed,0.95, 3.2 ,0,153.99,54.78,4.62
REQ-10554,2026-03-16,phone,Billing,Billing Question,Vendor,Normal,Closed,3.17,,0,286.78,90.79,4.45
REQ-10186,02/02/2026,web form,Systems Operations,Intake Form Issue,Small Business,Normal,In Progress, 4.4 ,0.00,false,532.47,257.26,4.03
REQ-10205,03/03/2026,Web Form,Data & Reporting,Dashboard Request,Student,Normal,closed,4.15, 7.4 ,0,1231.07,539.66,4.45
REQ-10580,02/11/2026,E-mail,Billing,Billing Question,Student,Low,Closed,8.79,17.61,true,234.98, 175.5 ,3.80
REQ-10631,2026-02-12,Email,Admin Operations,Vendor Record Update,Internal Staff,Normal,In Progress,3.20,0,false,201.70,56.10,4.26
REQ-10296,Mar 05 2026,Email,Client Success,Service Follow-Up,Student,Low,Open, 5.7 ,0.00,Y,238.11, 181.2 ,3.68
REQ-10201,2026-01-09,Web Form,Scheduling,Appointment Change,Small Business,Low,Closed,1.36,6.87,false,156.78,39.60,4.65
REQ-10082,2026-02-05,Email,Billing,Billing Question,Vendor,Normal,Closed,14.13,117.40,true,248.32,-130.72,3.70
REQ-10009,2026-03-20,Web Form,Scheduling,Appointment Change,Internal Staff,Low,Closed,-3.01,,0,231.27,52.09,4.26
REQ-10384,2026-03-07,Email,Client Success,Service Follow-Up,Small Business,Normal,Done,8.51,9.89,false,330.16,140.59,4.21
REQ-10091,Jan 13 2026,Email,Client Success,Service Follow-Up,Internal Staff,Normal,In Progress,7.17,0.00,Y,234.44,84.97,3.83
REQ-10595,2026-04-15,Phone,Billing,Billing Question,Parent,Low,Open,4.58,0.00,false,204.52,97.95,4.04
REQ-10499,2026-04-18,Email,Admin Operations,Vendor Record Update,Parent,High,Open,,0.00,0,231.77,75.19,4.08
REQ-10119,01/21/2026,Email,Data & Reporting,Dashboard Request,Vendor,Normal,Closed, 1.8 ,8.23,no,651.67,,4.47
REQ-10391,Feb 02 2026,Web Form,Scheduling,Appointment Change,Small Business,Urgent,Open,1.32,0.00,N,164.93,70.73,4.29
REQ-10336,Apr 18 2026,Online Form,Systems Operations,Intake Form Issue,Internal Staff,High,Open,1.44,0,1,445.12,255.23,4.10
